doc_index,doc_id,token,bow
6,DX0106EN,Multi,1
6,DX0106EN,Offered,1
6,DX0106EN,Person,1
6,DX0106EN,Proffesors,1
6,DX0106EN,Science,2
6,DX0106EN,University,2
7,GPXX0FTCEN,Learn,2
7,GPXX0FTCEN,Use,2
7,GPXX0FTCEN,Containers,2
7,GPXX0FTCEN,Development,2
7,GPXX0FTCEN,Docker,2
7,GPXX0FTCEN,Iterative,2
8,RAVSCTEST1,Course,1
8,RAVSCTEST1,Scorm,1
8,RAVSCTEST1,Scron,1
8,RAVSCTEST1,Test,2
9,GPXX06RFEN,Create,1
9,GPXX06RFEN,Basic,1
9,GPXX06RFEN,Collections,1
9,GPXX06RFEN,Creating,1
9,GPXX06RFEN,Database,2
9,GPXX06RFEN,Document,1
9,GPXX06RFEN,First,2
9,GPXX06RFEN,Get,1
9,GPXX06RFEN,Guided,1
9,GPXX06RFEN,Management,1
9,GPXX06RFEN,Mongodb,2
9,GPXX06RFEN,Project,1
9,GPXX06RFEN,Started,1
9,GPXX06RFEN,Working,1
10,GPXX0SDXEN,Learn,1
10,GPXX0SDXEN,Microservices,2
10,GPXX0SDXEN,Liberty,1
10,GPXX0SDXEN,Open,1
10,GPXX0SDXEN,Run,1
10,GPXX0SDXEN,Arquillian,2
10,GPXX0SDXEN,Container,2
10,GPXX0SDXEN,Develop,1
10,GPXX0SDXEN,Managed,2
10,GPXX0SDXEN,Testing,1
10,GPXX0SDXEN,Tests,2
11,CC0271EN,Cloud,3
11,CC0271EN,Developer,1
11,CC0271EN,Course,1
11,CC0271EN,Ibm,1
11,CC0271EN,Solution,1
11,CC0271EN,Using,1
11,CC0271EN,Conference,1
11,CC0271EN,Aiops,1
11,CC0271EN,Attending,1
11,CC0271EN,Comprehensive,1
11,CC0271EN,Demonstrate,1
11,CC0271EN,Digital,1
11,CC0271EN,Essentials,1
11,CC0271EN,Experience,1
11,CC0271EN,Hands,1
11,CC0271EN,Integration,4
11,CC0271EN,Pak,2
11,CC0271EN,Received,1
11,CC0271EN,Short,1
12,WA0103EN,Cloud,1
12,WA0103EN,Data,1
12,WA0103EN,Learn,3
12,WA0103EN,Use,1
12,WA0103EN,Watson,6
12,WA0103EN,Analyze,1
12,WA0103EN,Course,1
12,WA0103EN,Well,1
12,WA0103EN,Enables,1
12,WA0103EN,Project,2
12,WA0103EN,Analytics,6
12,WA0103EN,Assemble,1
12,WA0103EN,Base,1
12,WA0103EN,Basics,1
12,WA0103EN,Dataset,1
12,WA0103EN,Explore,1
12,WA0103EN,Fundamentals,1
12,WA0103EN,Improve,1
12,WA0103EN,Line,1
12,WA0103EN,Media,4
12,WA0103EN,Refine,1
12,WA0103EN,Reports,1
12,WA0103EN,Service,1
12,WA0103EN,Setup,1
12,WA0103EN,Smart,1
12,WA0103EN,Social,5
12,WA0103EN,Suggestions,1
12,WA0103EN,Teaches,1
12,WA0103EN,Topic,1
12,WA0103EN,Within,1
13,DX0108EN,Data,2
13,DX0108EN,Bootcamp,2
13,DX0108EN,Science,2
13,DX0108EN,University,2
13,DX0108EN,Advance,2
13,DX0108EN,Professors,2
13,DX0108EN,Python,2
14,GPXX0PICEN,Create,1
14,GPXX0PICEN,Right,1
14,GPXX0PICEN,Take,1
14,GPXX0PICEN,May,1
14,GPXX0PICEN,First,1
14,GPXX0PICEN,Project,1
14,GPXX0PICEN,Python,2
14,GPXX0PICEN,Algorithm,2
14,GPXX0PICEN,Algorithmic,1
14,GPXX0PICEN,Cryptocurrency,2
14,GPXX0PICEN,Dive,1
14,GPXX0PICEN,Earning,1
14,GPXX0PICEN,Good,1
14,GPXX0PICEN,Money,1
14,GPXX0PICEN,Sleep,1
14,GPXX0PICEN,Sound,1
14,GPXX0PICEN,Trading,3
14,GPXX0PICEN,True,1
14,GPXX0PICEN,World,1
15,DAI101EN,Ai,2
15,DAI101EN,Data,2
15,DAI101EN,Course,1
15,DAI101EN,Essentials,2
16,GPXX0W7KEN,Microservices,2
16,GPXX0W7KEN,Explore,1
16,GPXX0W7KEN,Access,1
16,GPXX0W7KEN,Control,1
16,GPXX0W7KEN,Eclipse,1
16,GPXX0W7KEN,Java,1
16,GPXX0W7KEN,Json,2
16,GPXX0W7KEN,Jwt,2
16,GPXX0W7KEN,Microprofile,4
16,GPXX0W7KEN,Role,1
16,GPXX0W7KEN,Securing,1
16,GPXX0W7KEN,Token,2
16,GPXX0W7KEN,User,1
16,GPXX0W7KEN,Web,2
17,GPXX0QR3EN,System,1
17,GPXX0QR3EN,Jax,2
17,GPXX0QR3EN,Microservices,1
17,GPXX0QR3EN,Rs,2
17,GPXX0QR3EN,Using,1
17,GPXX0QR3EN,Distributed,1
17,GPXX0QR3EN,Explore,1
17,GPXX0QR3EN,Microprofile,1
17,GPXX0QR3EN,Customize,1
17,GPXX0QR3EN,Enable,1
17,GPXX0QR3EN,Enabling,1
17,GPXX0QR3EN,Methods,1
17,GPXX0QR3EN,Non,1
17,GPXX0QR3EN,Opentracing,1
17,GPXX0QR3EN,Tracing,3
17,GPXX0QR3EN,Zipkin,2
18,BD0145EN,Create,1
18,BD0145EN,Data,7
18,BD0145EN,Learn,1
18,BD0145EN,Use,1
18,BD0145EN,Course,3
18,BD0145EN,Learning,1
18,BD0145EN,Understand,1
18,BD0145EN,Using,1
18,BD0145EN,Big,11
18,BD0145EN,Familiar,1
18,BD0145EN,Provides,1
18,BD0145EN,Syntax,1
18,BD0145EN,Server,1
18,BD0145EN,Get,1
18,BD0145EN,Working,1
18,BD0145EN,Access,1
18,BD0145EN,Methods,1
18,BD0145EN,Already,1
18,BD0145EN,Another,1
18,BD0145EN,Applying,1
18,BD0145EN,Architecture,1
18,BD0145EN,Chance,1
18,BD0145EN,Common,1
18,BD0145EN,Connect,1
18,BD0145EN,Cover,1
18,BD0145EN,Curve,1
18,BD0145EN,Different,2
18,BD0145EN,Easy,1
18,BD0145EN,Exercises,1
18,BD0145EN,Existing,1
18,BD0145EN,Explain,1
18,BD0145EN,File,1
18,BD0145EN,Formats,2
18,BD0145EN,Hadoop,2
18,BD0145EN,Help,1
18,BD0145EN,Lab,1
18,BD0145EN,List,1
18,BD0145EN,Load,1
18,BD0145EN,Orc,1
18,BD0145EN,Parquet,1
18,BD0145EN,Proprietary,1
18,BD0145EN,Relational,1
18,BD0145EN,Sample,1
18,BD0145EN,Schemas,1
18,BD0145EN,See,1
18,BD0145EN,Show,2
18,BD0145EN,Sql,13
18,BD0145EN,Storage,1
18,BD0145EN,Supported,1
18,BD0145EN,Table,1
18,BD0145EN,Tool,1
18,BD0145EN,Types,1
18,BD0145EN,Work,3
18,BD0145EN,‚Äì,1
19,HCC105EN,Ai,2
19,HCC105EN,Cloud,2
19,HCC105EN,Conference,2
19,HCC105EN,Lab,2
19,HCC105EN,Hybrid,2
19,HCC105EN,Pipelines,2
20,DE0205EN,Data,1
20,DE0205EN,Course,1
20,DE0205EN,Dataops,1
20,DE0205EN,Methodology,1
20,DE0205EN,Ops,1
21,DS0132EN,Ai,2
21,DS0132EN,Data,2
21,DS0132EN,Introduce,1
21,DS0132EN,Journey,1
21,DS0132EN,Jumpstart,1
22,OS0101EN,Learn,1
22,OS0101EN,Course,1
22,OS0101EN,Open,3
22,OS0101EN,Introduction,1
22,OS0101EN,Project,1
22,OS0101EN,Concepts,1
22,OS0101EN,Contribute,1
22,OS0101EN,Introduces,1
22,OS0101EN,Key,1
22,OS0101EN,Processes,1
22,OS0101EN,Software,1
22,OS0101EN,Source,3
22,OS0101EN,Tools,1
23,DS0201EN,Data,4
23,DS0201EN,Science,2
23,DS0201EN,Cloudpak,2
23,DS0201EN,End,4
24,BENTEST4,Ai,2
24,BENTEST4,Learn,1
24,BENTEST4,Deep,1
24,BENTEST4,Including,1
24,BENTEST4,Learning,2
24,BENTEST4,Machine,1
24,BENTEST4,Networks,1
24,BENTEST4,Neural,1
24,BENTEST4,Basics,1
24,BENTEST4,Concepts,1
24,BENTEST4,Key,1
24,BENTEST4,Applications,1
24,BENTEST4,Artificial,1
24,BENTEST4,Everyone,1
24,BENTEST4,Intelligence,1
24,BENTEST4,Master,1
24,BENTEST4,Understanding,1
25,CC0210EN,Cloud,1
25,CC0210EN,Developer,1
25,CC0210EN,Course,1
25,CC0210EN,Designed,1
25,CC0210EN,Using,1
25,CC0210EN,Computing,2
25,CC0210EN,Develop,1
25,CC0210EN,Essentials,1
25,CC0210EN,Applications,1
25,CC0210EN,Composed,1
25,CC0210EN,Coupled,1
25,CC0210EN,Functions,2
25,CC0210EN,Include,1
25,CC0210EN,Microservice,1
25,CC0210EN,Serverless,3
25,CC0210EN,Teach,1
26,PA0103EN,Learning,1
26,PA0103EN,Machine,1
26,PA0103EN,Customer,2
26,PA0103EN,Moddels,1
26,PA0103EN,Predict,1
26,PA0103EN,Predicting,1
26,PA0103EN,Satisfaction,1
26,PA0103EN,Satisfactions,1
27,HCC104EN,Cloud,2
27,HCC104EN,Conference,2
27,HCC104EN,Lab,2
27,HCC104EN,Hybrid,2
27,HCC104EN,Serverless,2
28,GPXX0A1YEN,Data,1
28,GPXX0A1YEN,Use,1
28,GPXX0A1YEN,Microservices,2
28,GPXX0A1YEN,Explore,1
28,GPXX0A1YEN,Java,1
28,GPXX0A1YEN,User,1
28,GPXX0A1YEN,Bean,1
28,GPXX0A1YEN,Constraints,1
28,GPXX0A1YEN,Input,1
28,GPXX0A1YEN,Javabeans,1
28,GPXX0A1YEN,Validate,1
28,GPXX0A1YEN,Validating,1
28,GPXX0A1YEN,Validation,1
29,TMP0105EN,Build,1
29,TMP0105EN,Cloud,1
29,TMP0105EN,Data,5
29,TMP0105EN,Program,1
29,TMP0105EN,Use,1
29,TMP0105EN,Complex,1
29,TMP0105EN,Large,1
29,TMP0105EN,Processing,3
29,TMP0105EN,Reduce,2
29,TMP0105EN,Supports,1
29,TMP0105EN,Apache,2
29,TMP0105EN,Cluster,1
29,TMP0105EN,Computing,1
29,TMP0105EN,Provides,1
29,TMP0105EN,Spark,7
29,TMP0105EN,Application,1
29,TMP0105EN,Open,1
29,TMP0105EN,Development,1
29,TMP0105EN,Iterative,1
29,TMP0105EN,Started,1
29,TMP0105EN,Analytics,2
29,TMP0105EN,Python,1
29,TMP0105EN,Access,1
29,TMP0105EN,Java,1
29,TMP0105EN,Hadoop,1
29,TMP0105EN,Sql,1
29,TMP0105EN,Source,1
29,TMP0105EN,Algorithms,1
29,TMP0105EN,Alternative,1
29,TMP0105EN,Amounts,1
29,TMP0105EN,Apis,1
29,TMP0105EN,Around,1
29,TMP0105EN,Built,1
29,TMP0105EN,Cassandra,1
29,TMP0105EN,Combines,1
29,TMP0105EN,Diverse,1
29,TMP0105EN,Ease,2
29,TMP0105EN,Engine,1
29,TMP0105EN,Fast,1
29,TMP0105EN,Faster,1
29,TMP0105EN,Getting,1
29,TMP0105EN,Handle,1
29,TMP0105EN,Hbase,1
29,TMP0105EN,Hdfs,1
29,TMP0105EN,Interactive,1
29,TMP0105EN,Latency,1
29,TMP0105EN,Lightning,1
29,TMP0105EN,Low,1
29,TMP0105EN,Makers,1
29,TMP0105EN,Map,2
29,TMP0105EN,Memory,1
29,TMP0105EN,Mesos,1
29,TMP0105EN,Mining,1
29,TMP0105EN,Performs,1
29,TMP0105EN,Provide,1
29,TMP0105EN,Range,1
29,TMP0105EN,Requires,1
29,TMP0105EN,Runs,1
29,TMP0105EN,S3,1
29,TMP0105EN,Scala,1
29,TMP0105EN,Scenarios,1
29,TMP0105EN,Seamlessly,1
29,TMP0105EN,Sources,1
29,TMP0105EN,Speed,2
29,TMP0105EN,Speeds,1
29,TMP0105EN,Standalone,1
29,TMP0105EN,Streaming,1
29,TMP0105EN,Times,1
29,TMP0105EN,Together,1
29,TMP0105EN,Top,1
29,TMP0105EN,Typical,1
29,TMP0105EN,Wide,1
30,PA0107EN,Learning,1
30,PA0107EN,Machine,1
30,PA0107EN,Models,1
30,PA0107EN,Using,1
30,PA0107EN,Predict,1
30,PA0107EN,Predicting,1
30,PA0107EN,Company,2
30,PA0107EN,Financial,2
30,PA0107EN,Performance,2
31,DB0113EN,Course,1
31,DB0113EN,Database,1
31,DB0113EN,Fundamentals,1
31,DB0113EN,Db2,2
32,PA0109EN,Using,2
32,PA0109EN,Analysis,2
32,PA0109EN,Methods,2
32,PA0109EN,Clustering,2
32,PA0109EN,Investment,2
32,PA0109EN,Portfolio,2
33,PHPM002EN,Apache,1
33,PHPM002EN,Application,1
33,PHPM002EN,Server,2
33,PHPM002EN,Database,1
33,PHPM002EN,Web,2
33,PHPM002EN,Creation,1
33,PHPM002EN,Lamp,1
33,PHPM002EN,Linux,1
33,PHPM002EN,Mysql,1
33,PHPM002EN,Php,2
33,PHPM002EN,Scripting,1
33,PHPM002EN,Stack,1
33,PHPM002EN,Tutorial,1
33,PHPM002EN,Ubuntu,1
33,PHPM002EN,Virtual,1
33,PHPM002EN,Walks,1
34,GPXX03HFEN,Popular,1
34,GPXX03HFEN,Using,1
34,GPXX03HFEN,Project,1
34,GPXX03HFEN,Hands,1
34,GPXX03HFEN,Fundamentals,1
34,GPXX03HFEN,Game,1
34,GPXX03HFEN,Javascript,2
34,GPXX03HFEN,Language,1
34,GPXX03HFEN,Paper,2
34,GPXX03HFEN,Programming,1
34,GPXX03HFEN,Recreating,1
34,GPXX03HFEN,Rock,2
34,GPXX03HFEN,Scissors,2
34,GPXX03HFEN,Versatile,1
35,RP0103,Data,2
35,RP0103,Analyze,2
35,RP0103,Course,1
35,RP0103,Power,1
35,RP0103,Using,1
35,RP0103,R,2
35,RP0103,Database,1
35,RP0103,Access,1
35,RP0103,Connect,1
35,RP0103,Relational,2
35,RP0103,Show,1
35,RP0103,Teach,1
35,RP0103,Databases,3
35,RP0103,Intent,1
35,RP0103,Magic,1
35,RP0103,Modify,1
35,RP0103,Perform,1
35,RP0103,Query,1
35,RP0103,Simple,1
35,RP0103,Unlock,1
35,RP0103,Update,1
35,RP0103,Visualizations,1
36,RP0103EN,Cloud,1
36,RP0103EN,Data,2
36,RP0103EN,Use,1
36,RP0103EN,Course,1
36,RP0103EN,System,1
36,RP0103EN,Using,4
36,RP0103EN,Analysis,1
36,RP0103EN,R,3
36,RP0103EN,Server,1
36,RP0103EN,Database,2
36,RP0103EN,Teaches,1
36,RP0103EN,Access,1
36,RP0103EN,Relational,1
36,RP0103EN,Db2,1
36,RP0103EN,Databases,2
36,RP0103EN,Perform,1
36,RP0103EN,Acceleration,1
36,RP0103EN,Blu,1
36,RP0103EN,C,1
36,RP0103EN,Environment,1
36,RP0103EN,Express,1
36,RP0103EN,Focus,1
36,RP0103EN,Interface,1
36,RP0103EN,Mangement,1
36,RP0103EN,Rdbms,1
36,RP0103EN,Rodbc,1
36,RP0103EN,Stored,1
37,BD0212EN,Data,1
37,BD0212EN,Take,1
37,BD0212EN,Course,1
37,BD0212EN,Distributed,1
37,BD0212EN,Spark,3
37,BD0212EN,Fundamentals,1
37,BD0212EN,Concepts,1
37,BD0212EN,Focus,1
37,BD0212EN,Building,1
37,BD0212EN,Critical,1
37,BD0212EN,Exposes,1
37,BD0212EN,Field,1
37,BD0212EN,Foundational,1
37,BD0212EN,Ii,1
37,BD0212EN,Knowledge,1
37,BD0212EN,Level,1
37,BD0212EN,Move,1
37,BD0212EN,Next,1
37,BD0212EN,Operations,1
37,BD0212EN,Opportunity,1
37,BD0212EN,Resilient,1
37,BD0212EN,Set,1
37,BD0212EN,Skills,1
37,BD0212EN,Success,1
38,GPXX0IBEN,Data,1
38,GPXX0IBEN,Learn,1
38,GPXX0IBEN,Using,1
38,GPXX0IBEN,Analysis,1
38,GPXX0IBEN,Apache,1
38,GPXX0IBEN,Spark,1
38,GPXX0IBEN,Science,1
38,GPXX0IBEN,Basic,2
38,GPXX0IBEN,Guided,1
38,GPXX0IBEN,Project,1
38,GPXX0IBEN,Calculate,1
38,GPXX0IBEN,Descriptive,1
38,GPXX0IBEN,Insurance,1
38,GPXX0IBEN,Statistical,1
38,GPXX0IBEN,Statistics,1
39,SECM03EN,Cloud,1
39,SECM03EN,Services,1
39,SECM03EN,Use,1
39,SECM03EN,Course,1
39,SECM03EN,Ibm,1
39,SECM03EN,Provides,1
39,SECM03EN,Application,2
39,SECM03EN,Security,3
39,SECM03EN,File,1
39,SECM03EN,Concepts,1
39,SECM03EN,Key,1
39,SECM03EN,End,2
39,SECM03EN,Together,1
39,SECM03EN,Walks,1
39,SECM03EN,Apply,1
39,SECM03EN,Available,1
39,SECM03EN,Catalog,1
39,SECM03EN,Cloud‚Ñ¢,1
39,SECM03EN,Mini,1
39,SECM03EN,Practice,1
39,SECM03EN,Put,1
39,SECM03EN,Sharing,1
40,SC0103EN,Build,1
40,SC0103EN,Data,1
40,SC0103EN,Take,1
40,SC0103EN,Course,2
40,SC0103EN,Datasets,1
40,SC0103EN,Large,1
40,SC0103EN,Learning,1
40,SC0103EN,Machine,1
40,SC0103EN,Processing,2
40,SC0103EN,Apache,1
40,SC0103EN,Scale,1
40,SC0103EN,Spark,8
40,SC0103EN,Analytics,2
40,SC0103EN,Fundamentals,1
40,SC0103EN,Cover,1
40,SC0103EN,Sql,1
40,SC0103EN,Applications,1
40,SC0103EN,Understanding,2
40,SC0103EN,Apis,1
40,SC0103EN,Built,1
40,SC0103EN,Engine,1
40,SC0103EN,Fast,1
40,SC0103EN,Scala,2
40,SC0103EN,Streaming,1
40,SC0103EN,Perform,1
40,SC0103EN,Ii,1
40,SC0103EN,Advanced,1
40,SC0103EN,Analytics‚Äù,1
40,SC0103EN,Associated,1
40,SC0103EN,Came,1
40,SC0103EN,Class,1
40,SC0103EN,Core,1
40,SC0103EN,Courses,1
40,SC0103EN,Dataframe,1
40,SC0103EN,Dataframes,1
40,SC0103EN,Deeper,1
40,SC0103EN,Ecosystem,1
40,SC0103EN,Establish,1
40,SC0103EN,Finished,1
40,SC0103EN,General,1
40,SC0103EN,Graph,1
40,SC0103EN,History,1
40,SC0103EN,Leverage,1
40,SC0103EN,Meant,1
40,SC0103EN,Modules,1
40,SC0103EN,Overview,3
40,SC0103EN,Prepared,1
40,SC0103EN,Rdd,1
40,SC0103EN,Rdds,1
40,SC0103EN,Recommend,1
40,SC0103EN,Spark‚Ñ¢,1
40,SC0103EN,Student,1
40,SC0103EN,Students,1
40,SC0103EN,Topics,1
40,SC0103EN,Would,1
40,SC0103EN,‚,1
41,GPXX0YXHEN,Learn,1
41,GPXX0YXHEN,Use,1
41,GPXX0YXHEN,Using,1
41,GPXX0YXHEN,Application,2
41,GPXX0YXHEN,Liberty,1
41,GPXX0YXHEN,Open,1
41,GPXX0YXHEN,Docker,1
41,GPXX0YXHEN,Test,1
41,GPXX0YXHEN,Container,1
41,GPXX0YXHEN,Testing,3
41,GPXX0YXHEN,Microprofile,2
41,GPXX0YXHEN,Ee,2
41,GPXX0YXHEN,Jakarta,2
41,GPXX0YXHEN,Microshed,2
42,RP0151EN,Data,3
42,RP0151EN,Course,2
42,RP0151EN,Including,1
42,RP0151EN,Power,1
42,RP0151EN,Using,1
42,RP0151EN,Analysis,1
42,RP0151EN,R,6
42,RP0151EN,Users,2
42,RP0151EN,Open,1
42,RP0151EN,Introduction,1
42,RP0151EN,Day,2
42,RP0151EN,Science,1
42,RP0151EN,First,1
42,RP0151EN,Basics,1
42,RP0151EN,Source,1
42,RP0151EN,Master,1
42,RP0151EN,Language,2
42,RP0151EN,Programming,1
42,RP0151EN,Knowledge,1
42,RP0151EN,Statistics,1
42,RP0151EN,Leverage,1
42,RP0151EN,Activities,1
42,RP0151EN,Beautiful,1
42,RP0151EN,Becoming,1
42,RP0151EN,Completing,1
42,RP0151EN,Every,1
42,RP0151EN,Factors,1
42,RP0151EN,Frames,1
42,RP0151EN,Free,1
42,RP0151EN,Gained,1
42,RP0151EN,Grows,1
42,RP0151EN,Increasing,1
42,RP0151EN,Leading,1
42,RP0151EN,Lists,1
42,RP0151EN,Million,1
42,RP0151EN,Number,2
42,RP0151EN,Online,1
42,RP0151EN,Organizations,1
42,RP0151EN,Ready,1
42,RP0151EN,Today,1
42,RP0151EN,Undertake,1
42,RP0151EN,Worldwide,1
42,RP0151EN,Year,1
43,TA0105,Data,1
43,TA0105,Analyze,1
43,TA0105,Learning,1
43,TA0105,Machine,1
43,TA0105,Models,1
43,TA0105,Using,1
43,TA0105,Analytics,2
43,TA0105,Text,2
44,SW0201EN,Ai,1
44,SW0201EN,Apps,1
44,SW0201EN,Build,2
44,SW0201EN,Developer,1
44,SW0201EN,Learn,1
44,SW0201EN,Swift,3
44,SW0201EN,Watson,1
44,SW0201EN,Platform,1
44,SW0201EN,Microservices,1
44,SW0201EN,Using,1
44,SW0201EN,Server,1
44,SW0201EN,Money,1
44,SW0201EN,World,1
44,SW0201EN,Apis,2
44,SW0201EN,Stack,1
44,SW0201EN,Better,1
44,SW0201EN,Cool,1
44,SW0201EN,Expose,1
44,SW0201EN,Full,1
44,SW0201EN,Make,1
44,SW0201EN,Mobile,1
44,SW0201EN,Monetize,1
44,SW0201EN,Side,1
45,TMP0106,Data,3
45,TMP0106,Big,1
45,TMP0106,Bootcamp,2
45,TMP0106,Day,1
45,TMP0106,Intensive,1
45,TMP0106,Multi,1
45,TMP0106,Offered,1
45,TMP0106,Person,1
45,TMP0106,Science,2
45,TMP0106,University,1
46,GPXX0BUBEN,Learn,1
46,GPXX0BUBEN,Using,2
46,GPXX0BUBEN,Apache,2
46,GPXX0BUBEN,Spark,2
46,GPXX0BUBEN,Company,1
46,GPXX0BUBEN,Calculate,1
46,GPXX0BUBEN,Insurance,2
46,GPXX0BUBEN,Assessment,1
46,GPXX0BUBEN,Carlo,1
46,GPXX0BUBEN,Method,2
46,GPXX0BUBEN,Monte,1
46,GPXX0BUBEN,Montecarlo,1
